Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-08-22,63.53,64.5,63.3,64.45,1585175.0,0.0,1.0,63.53,64.5,63.3,64.45,1585175.0
2017-08-21,63.03,63.585,62.72,63.25,1168781.0,0.0,1.0,63.03,63.585,62.72,63.25,1168781.0
2017-08-18,63.0,63.25,62.79,63.0,1824233.0,0.0,1.0,63.0,63.25,62.79,63.0,1824233.0
2017-08-17,64.16,64.16,63.01,63.15,1687203.0,0.0,1.0,64.16,64.16,63.01,63.15,1687203.0
2017-08-16,65.1,65.36,64.34,64.43,997107.0,0.0,1.0,65.1,65.36,64.34,64.43,997107.0
2017-08-15,65.46,65.59,64.66,64.87,1296192.0,0.0,1.0,65.46,65.59,64.66,64.87,1296192.0
2017-08-14,65.15,65.52,64.825,65.21,1582795.0,0.25,1.0,65.15,65.52,64.825,65.21,1582795.0
2017-08-11,65.46,65.46,64.76,64.81,1483107.0,0.0,1.0,65.21,65.21,64.512673388329,64.56248243202,1483107.0
2017-08-10,66.53,66.8983,65.17,65.21,2263805.0,0.0,1.0,66.275913534983,66.64280695081,64.921107546593,64.960954781546,2263805.0
2017-08-09,67.75,68.0,67.03,67.21,1383831.0,0.0,1.0,67.491254201039,67.740299419493,66.774003971891,66.953316529178,1383831.0
2017-08-08,68.33,69.04,67.81,67.9,1413381.0,0.0,1.0,68.069039107852,68.776327528262,67.551025053468,67.640681332111,1413381.0
2017-08-07,68.47,68.89,68.19,68.55,1155824.0,0.0,1.0,68.208504430186,68.626900397189,67.929573785518,68.288198900092,1155824.0
2017-08-04,67.85,68.76,67.83,68.58,1472410.0,0.0,1.0,67.59087228842,68.497396883593,67.570948670944,68.318084326306,1472410.0
2017-08-03,67.58,68.35,67.28,67.61,1599536.0,0.0,1.0,67.32190345249,68.088962725328,67.023049190345,67.351788878705,1599536.0
2017-08-02,66.66,67.48,66.44,67.44,1753819.0,0.0,1.0,66.405417048579,67.222285365108,66.18625725634,67.182438130156,1753819.0
2017-08-01,68.69,68.69,66.5,67.04,2192604.0,0.0,1.0,68.427664222426,68.427664222426,66.246028108769,66.783965780629,2192604.0
2017-07-31,68.48,69.01,68.2,68.45,1138560.0,0.0,1.0,68.218466238925,68.746442102047,67.939535594256,68.18858081271,1138560.0
2017-07-28,67.9,68.42,67.68,68.18,1371850.0,0.0,1.0,67.640681332111,68.158695386496,67.421521539872,67.91961197678,1371850.0
2017-07-27,68.27,68.73,67.66,68.16,1480148.0,0.0,1.0,68.009268255423,68.467511457379,67.401597922395,67.899688359303,1480148.0
2017-07-26,68.72,69.36,68.37,68.56,1697041.0,0.0,1.0,68.45754964864,69.095105407883,68.108886342805,68.29816070883,1697041.0
2017-07-25,70.0,70.32,67.25,68.64,4368489.0,0.0,1.0,69.732661167125,70.051439046746,66.993163764131,68.377855178735,4368489.0
2017-07-24,69.07,69.42,68.61,69.14,2694118.0,0.0,1.0,68.806212954476,69.154876260312,68.347969752521,68.875945615643,2694118.0
2017-07-21,68.25,69.04,68.13,68.87,1520544.0,0.0,1.0,67.989344637947,68.776327528262,67.869802933089,68.606976779713,1520544.0
2017-07-20,68.78,69.36,68.17,68.55,1413999.0,0.0,1.0,68.517320501069,69.095105407883,67.909650168042,68.288198900092,1413999.0
2017-07-19,68.07,68.625,67.76,68.53,1484877.0,0.0,1.0,67.81003208066,68.362912465628,67.501216009777,68.268275282615,1484877.0
2017-07-18,68.1,68.51,67.88,68.45,1177486.0,0.0,1.0,67.839917506874,68.248351665139,67.620757714635,68.18858081271,1177486.0
2017-07-17,68.65,68.88,68.14,68.23,1357925.0,0.0,1.0,68.387816987473,68.616938588451,67.879764741827,67.969421020471,1357925.0
2017-07-14,67.87,68.87,67.82,68.65,945934.0,0.0,1.0,67.610795905897,68.606976779713,67.560986862206,68.387816987473,945934.0
2017-07-13,68.64,68.81,68.08,68.26,1527860.0,0.0,1.0,68.377855178735,68.547205927284,67.819993889398,67.999306446685,1527860.0
2017-07-12,69.16,69.56,68.48,68.52,1372792.0,0.0,1.0,68.895869233119,69.294341582646,68.218466238925,68.258313473877,1372792.0
2017-07-11,68.4,68.87,68.03,68.49,1580362.0,0.0,1.0,68.138771769019,68.606976779713,67.770184845707,68.228428047663,1580362.0
2017-07-10,67.46,68.94,67.4,68.48,2150092.0,0.0,1.0,67.202361747632,68.67670944088,67.142590895203,68.218466238925,2150092.0
2017-07-07,67.43,68.11,66.845,67.62,1440511.0,0.0,1.0,67.172476321418,67.849879315613,66.589710510235,67.361750687443,1440511.0
2017-07-06,66.42,68.0,66.32,67.2,3220267.0,0.0,1.0,66.166333638863,67.740299419493,66.066715551482,66.94335472044,3220267.0
2017-07-05,67.17,67.35,65.84,66.39,2413217.0,0.0,1.0,66.913469294225,67.092781851512,65.58854873205,66.136448212649,2413217.0
2017-07-03,66.41,67.43,66.18,67.0,1418298.0,0.0,1.0,66.156371830125,67.172476321418,65.927250229148,66.744118545677,1418298.0
2017-06-30,66.13,66.395,65.38,66.04,2083739.0,0.0,1.0,65.877441185457,66.141429117018,65.130305530095,65.787784906813,2083739.0
2017-06-29,65.35,65.97,64.6893,65.31,2632575.0,0.0,1.0,65.10042010388,65.718052245646,64.44224340055,65.060572868928,2632575.0
2017-06-28,63.05,65.505,62.97,65.36,2017013.0,0.0,1.0,62.809204094103,65.254828139322,62.729509624198,65.110381912618,2017013.0
2017-06-27,63.11,63.77,62.78,62.8,1341899.0,0.0,1.0,62.868974946532,63.526454323251,62.540235258173,62.560158875649,1341899.0
2017-06-26,62.77,63.32,62.5751,63.19,1215531.0,0.0,1.0,62.530273449435,63.078172930034,62.336117797128,62.948669416438,1215531.0
2017-06-23,62.77,63.17,62.49,62.51,1295153.0,0.0,1.0,62.530273449435,62.928745798961,62.251342804766,62.271266422243,1295153.0
2017-06-22,62.56,63.09,62.32,62.75,1089352.0,0.0,1.0,62.321075465933,62.849051329056,62.081992056218,62.510349831958,1089352.0
2017-06-21,63.92,63.94,62.585,62.75,1469452.0,0.0,1.0,63.675881454323,63.6958050718,62.345979987779,62.510349831958,1469452.0
2017-06-20,64.98,65.01,63.97,63.99,1026341.0,0.0,1.0,64.731833180568,64.761718606783,63.725690498014,63.74561411549,1026341.0
2017-06-19,65.45,65.45,64.8,65.19,1603387.0,0.0,1.0,65.200038191262,65.200038191262,64.552520623281,64.94103116407,1603387.0
2017-06-16,65.03,65.23,64.45,65.21,2221525.0,0.0,1.0,64.781642224259,64.980878399022,64.203857317446,64.960954781546,2221525.0
2017-06-15,64.49,65.25,64.15,65.11,1724062.0,0.0,1.0,64.243704552398,65.000802016499,63.905003055301,64.861336694164,1724062.0
