Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-08-24,67.6,67.6,66.885,67.23,87344.0,0.0,1.0,67.6,67.6,66.885,67.23,87344.0
2017-08-23,67.5,67.91,67.1,67.26,246456.0,0.0,1.0,67.5,67.91,67.1,67.26,246456.0
2017-08-22,67.83,68.19,67.41,68.08,153372.0,0.0,1.0,67.83,68.19,67.41,68.08,153372.0
2017-08-21,67.92,68.2,67.35,67.54,201748.0,0.0,1.0,67.92,68.2,67.35,67.54,201748.0
2017-08-18,66.38,67.91,65.76,67.86,323823.0,0.125,1.0,66.38,67.91,65.76,67.86,323823.0
2017-08-17,69.41,69.5,67.3,67.33,314099.0,0.0,1.0,69.282379936751,69.372214459072,67.176259469001,67.206204309774,314099.0
2017-08-16,69.86,70.34,69.49,69.65,229831.0,0.0,1.0,69.731552548356,70.210670000735,69.362232845481,69.52193866294,229831.0
2017-08-15,69.99,70.39,69.58,69.7,230912.0,0.0,1.0,69.861313525042,70.260578068692,69.452067367802,69.571846730897,230912.0
2017-08-14,70.01,70.38,69.65,69.87,214918.0,0.0,1.0,69.881276752225,70.2505964551,69.52193866294,69.741534161947,214918.0
2017-08-11,69.68,70.13,69.43,69.47,209059.0,0.0,1.0,69.551883503714,70.00105611532,69.302343163933,69.342269618298,209059.0
2017-08-10,70.12,70.38,69.39,69.44,352202.0,0.0,1.0,69.991074501728,70.2505964551,69.262416709568,69.312324777524,352202.0
2017-08-09,70.45,71.03,70.14,70.45,180517.0,0.0,1.0,70.320467750239,70.899401338531,70.011037728911,70.320467750239,180517.0
2017-08-08,70.57,71.74,70.5,70.91,203829.0,0.0,1.0,70.440247113334,71.608095903508,70.370375818195,70.779621975436,203829.0
2017-08-07,69.99,71.08,69.93,70.73,209224.0,0.0,1.0,69.861313525042,70.949309406487,69.801423843495,70.599952930794,209224.0
2017-08-04,69.81,69.95,69.42,69.84,114478.0,0.0,1.0,69.6816444804,69.821387070677,69.292361550342,69.711589321174,114478.0
2017-08-03,69.5,70.4639,69.16,69.67,258612.0,0.0,1.0,69.372214459072,70.334342193131,69.03283959697,69.541901890123,258612.0
2017-08-02,69.89,70.365,69.33,69.72,222689.0,0.0,1.0,69.76149738913,70.235624034714,69.202527028021,69.591809958079,222689.0
2017-08-01,70.26,70.5,69.67,69.99,274291.0,0.0,1.0,70.130817092006,70.370375818195,69.541901890123,69.861313525042,274291.0
2017-07-31,70.4,70.665,69.61,69.94,190009.0,0.0,1.0,70.270559682283,70.535072442451,69.482012208575,69.811405457086,190009.0
